"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1136014821344894982","https://twitter.com/TheSpec/status/1136014821344894982","#Hamont  council recently approved a plan to help boost Hamilton's fashion industry, along with the film and music sectors
https://t.co/FFjSMVV7ew","2019-06-04 21:00 +0000","2423.0","15.0","0.006190672719768881","1.0","0.0","0.0","0.0","12.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1136007296247574530","https://twitter.com/TheSpec/status/1136007296247574530","It's a traveller's nightmare. You book a trip online and use the wrong dates. Spotting the error quickly, you assume you can change the booking.
https://t.co/59pqFzX5Dx","2019-06-04 20:30 +0000","2819.0","34.0","0.012061014544164597","0.0","0.0","2.0","2.0","27.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135999792092499973","https://twitter.com/TheSpec/status/1135999792092499973","Here is a list of 7 things that REALLY healthy people do … that you might not be doing!
https://t.co/7evQHiLPqU","2019-06-04 20:00 +0000","2460.0","86.0","0.034959349593495934","1.0","0.0","3.0","1.0","79.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135992237857419265","https://twitter.com/TheSpec/status/1135992237857419265","Why would a person who doesn't drink continue to mess with our beer, and the sales of it?
https://t.co/0w1ReyLmCK","2019-06-04 19:30 +0000","6795.0","85.0","0.012509197939661517","1.0","7.0","3.0","3.0","70.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135984716329476096","https://twitter.com/TheSpec/status/1135984716329476096",". @Haltonpolice said the individual was digging at their Forestwood Crescent residence when they discovered the grenade under about six to 12 inches of soil.
https://t.co/00ayZxAmks","2019-06-04 19:00 +0000","2659.0","37.0","0.013915005641218503","0.0","0.0","2.0","0.0","30.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135980834215907332","https://twitter.com/TheSpec/status/1135980834215907332","Jay-Z's money comes from far more than music, with lucrative investments in real estate, art, liquor and businesses like Uber.
#jayz
https://t.co/XlHzI5aJ3T","2019-06-04 18:45 +0000","2285.0","11.0","0.004814004376367615","0.0","0.0","0.0","1.0","7.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135977188673675264","https://twitter.com/TheSpec/status/1135977188673675264","If the masculinity sloshing around on Monday's episode of The Bachelorette had been any more toxic, Hannah Brown and her 15 remaining suitors would have choked on it.
https://t.co/4RJbMJmwpx","2019-06-04 18:30 +0000","2509.0","15.0","0.005978477481068154","0.0","0.0","1.0","0.0","10.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135973290814652419","https://twitter.com/TheSpec/status/1135973290814652419","The City of Hamilton is conducting a business case to determine if it can introduce the popular cycling program into other urban areas.
#HamOnt #bikeshare
https://t.co/fO7jsIJ0Ff","2019-06-04 18:15 +0000","2547.0","22.0","0.008637612877895563","1.0","1.0","0.0","0.0","19.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135969675253354498","https://twitter.com/TheSpec/status/1135969675253354498","Today in History: Hamilton goes on Daylight Saving Time #HamOnt 
https://t.co/mLE1eVEmg3","2019-06-04 18:00 +0000","1985.0","17.0","0.008564231738035265","0.0","0.0","1.0","1.0","14.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1135962065510834178","https://twitter.com/TheSpec/status/1135962065510834178","'No person shall automatically gain or lose citizenship as a result of marriage:' 
https://t.co/Is6srOZzXo","2019-06-04 17:30 +0000","2863.0","25.0","0.008732099196646874","1.0","0.0","5.0","1.0","17.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
