"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1013204041344548864","https://twitter.com/TheSpec/status/1013204041344548864","Transit rider who saved man was doing 'human' thing https://t.co/mHkuN2hil6 https://t.co/6LW8kVJnd1","2018-06-30 23:34 +0000","4443.0","68.0","0.015304974116587891","0.0","0.0","7.0","2.0","35.0","0.0","1.0","0.0","0","0","0","0","0","23","23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013195750468042752","https://twitter.com/TheSpec/status/1013195750468042752","Ont PCs makes changes to youth pharmacare https://t.co/zCOBOITSvA https://t.co/JiQviBxDZ4","2018-06-30 23:01 +0000","8528.0","342.0","0.040103189493433396","6.0","7.0","15.0","5.0","270.0","0.0","11.0","0.0","0","0","0","0","0","28","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013187694178983937","https://twitter.com/TheSpec/status/1013187694178983937","Conservative leader Andrew Scheer welcomes Liberal’s taiff announcement on U.S. goods https://t.co/EOhkXx2y6b https://t.co/FCSWoYeP7d","2018-06-30 22:29 +0000","4394.0","50.0","0.01137915339098771","0.0","0.0","1.0","4.0","20.0","0.0","5.0","0.0","0","0","0","0","0","20","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013179389654122496","https://twitter.com/TheSpec/status/1013179389654122496","Rallies held against family separation https://t.co/nTxOnctirF https://t.co/Iow1BKty4E","2018-06-30 21:56 +0000","4404.0","59.0","0.013396911898274296","3.0","2.0","7.0","6.0","18.0","0.0","2.0","0.0","0","0","0","0","0","21","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013171082835083270","https://twitter.com/TheSpec/status/1013171082835083270","‘Human thing to do:’ transit rider who jumped on subway tracks to save fallen man https://t.co/Vt96NQ16ky https://t.co/LNW4qqqNvU","2018-06-30 21:23 +0000","3818.0","58.0","0.015191199580932426","0.0","0.0","19.0","1.0","16.0","0.0","4.0","0.0","0","0","0","0","0","18","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013167580889133056","https://twitter.com/TheSpec/status/1013167580889133056","A Toronto transit rider heralded as a hero after rescuing a man who fell onto the subway tracks said he couldn't have done it without the help of two strangers who jumped in with him. https://t.co/O75qdonRje","2018-06-30 21:09 +0000","5763.0","92.0","0.015963907686968593","8.0","0.0","33.0","4.0","46.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013162779342077952","https://twitter.com/TheSpec/status/1013162779342077952","OHIP+ to no longer give kids, young adults with private insurance free medication https://t.co/3X4BgrmnOb https://t.co/F4cE3QpHRk","2018-06-30 20:50 +0000","6147.0","266.0","0.04327314136977387","1.0","5.0","7.0","5.0","223.0","0.0","10.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013161477535133696","https://twitter.com/TheSpec/status/1013161477535133696","Oakville firefighters battled a fully-involved blaze on a 30-foot power boat in the intense heat this afternoon https://t.co/vIdZ0Quus3","2018-06-30 20:44 +0000","3650.0","111.0","0.030410958904109588","2.0","0.0","3.0","0.0","101.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013159360065888256","https://twitter.com/TheSpec/status/1013159360065888256","Ontario's government will no longer offer free prescriptions to kids and young adults with private coverage, the province's new health minister announced Saturday. https://t.co/MZcRjETqST","2018-06-30 20:36 +0000","6124.0","224.0","0.036577400391900716","7.0","4.0","6.0","5.0","192.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013154476897603584","https://twitter.com/TheSpec/status/1013154476897603584","Hamilton Coun. Sam Merulla eyes extreme actions to fix composting facility’s odour problems https://t.co/YJhI8ZDihw https://t.co/1VX1zBs9LC","2018-06-30 20:17 +0000","4926.0","108.0","0.02192448233861145","1.0","1.0","0.0","6.0","54.0","0.0","16.0","0.0","0","0","0","0","0","30","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013152658214064129","https://twitter.com/TheSpec/status/1013152658214064129","UPDATE: Police are searching for a suspect or possibly suspects after a man was shot in the chest just after midnight, Saturday, and later brought to hospital where he is now listed in stable condition https://t.co/aP2fh9of9d","2018-06-30 20:09 +0000","3042.0","64.0","0.0210387902695595","1.0","1.0","0.0","3.0","49.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013150269704753154","https://twitter.com/TheSpec/status/1013150269704753154","Thousands of marchers gathered across America in the latest act of mass resistance against President Donald Trump’s immigration policies. https://t.co/bs56GMsjKq","2018-06-30 20:00 +0000","2723.0","9.0","0.0033051781123760557","1.0","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013146421371887616","https://twitter.com/TheSpec/status/1013146421371887616","Major U.S. cities, tiny towns host immigration policy protests https://t.co/XXnuMHfeUo https://t.co/TeCiniHIJF","2018-06-30 19:45 +0000","2554.0","9.0","0.003523884103367267","0.0","0.0","1.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1013141253096165377","https://twitter.com/TheSpec/status/1013141253096165377","UPDATE: Hamilton police are looking for witnesses to the three separate, suspicious fires near Sanford Avenue https://t.co/cWTF1xEa5e","2018-06-30 19:24 +0000","2936.0","85.0","0.028950953678474115","2.0","0.0","1.0","3.0","75.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
